iter	Passed	Remaining
1687	7974	1474
1688	7978	1469
1689	7984	1464
1690	7989	1459
1691	7993	1455
1692	7997	1450
1693	8002	1445
1694	8007	1440
1695	8011	1436
1696	8015	1431
1697	8020	1426
1698	8025	1421
1699	8029	1417
1700	8034	1412
1701	8039	1407
1702	8043	1402
1703	8047	1397
1704	8052	1393
1705	8056	1388
1706	8060	1383
1707	8066	1379
1708	8071	1374
1709	8076	1369
1710	8080	1364
1711	8086	1360
1712	8090	1355
1713	8094	1350
1714	8099	1345
1715	8104	1341
1716	8108	1336
1717	8112	1331
1718	8117	1326
1719	8122	1322
1720	8126	1317
1721	8132	1312
1722	8137	1308
1723	8142	1303
1724	8147	1298
1725	8151	1294
1726	8155	1289
1727	8159	1284
1728	8164	1279
1729	8169	1274
1730	8173	1270
1731	8178	1265
1732	8182	1260
1733	8187	1255
1734	8191	1251
1735	8194	1246
1736	8200	1241
1737	8204	1236
1738	8208	1231
1739	8213	1227
1740	8218	1222
1741	8222	1217
1742	8227	1213
1743	8233	1208
1744	8238	1203
1745	8242	1199
1746	8247	1194
1747	8251	1189
1748	8255	1184
1749	8260	1180
1750	8265	1175
1751	8269	1170
1752	8274	1165
1753	8278	1161
1754	8283	1156
1755	8287	1151
1756	8292	1146
1757	8297	1142
1758	8301	1137
1759	8306	1132
1760	8311	1128
1761	8315	1123
1762	8319	1118
1763	8323	1113
1764	8329	1108
1765	8333	1104
1766	8338	1099
1767	8343	1094
1768	8348	1090
1769	8352	1085
1770	8356	1080
1771	8361	1075
1772	8366	1071
1773	8370	1066
1774	8374	1061
1775	8379	1056
1776	8383	1052
1777	8389	1047
1778	8394	1042
1779	8398	1038
1780	8402	1033
1781	8406	1028
1782	8411	1023
1783	8415	1018
1784	8419	1014
1785	8425	1009
1786	8429	1004
1787	8434	1000
1788	8438	995
1789	8443	990
1790	8448	985
1791	8452	981
1792	8457	976
1793	8461	971
1794	8465	966
1795	8469	962
1796	8473	957
1797	8478	952
1798	8482	947
1799	8486	942
1800	8491	938
1801	8496	933
1802	8500	928
1803	8505	924
1804	8509	919
1805	8514	914
1806	8518	909
1807	8522	905
1808	8527	900
1809	8532	895
1810	8536	890
1811	8541	886
1812	8546	881
1813	8550	876
1814	8556	872
1815	8561	867
1816	8566	862
1817	8570	858
1818	8574	853
1819	8579	848
1820	8583	843
1821	8588	839
1822	8592	834
1823	8597	829
1824	8602	824
1825	8606	820
1826	8611	815
1827	8615	810
1828	8620	805
1829	8625	801
1830	8629	796
1831	8634	791
1832	8639	787
1833	8644	782
1834	8648	777
1835	8653	772
1836	8657	768
1837	8662	763
1838	8667	758
1839	8672	754
1840	8676	749
1841	8679	744
1842	8685	739
1843	8689	735
1844	8693	730
1845	8699	725
1846	8704	721
1847	8709	716
1848	8714	711
1849	8720	707
1850	8724	702
1851	8728	697
1852	8733	692
1853	8738	688
1854	8742	683
1855	8747	678
1856	8753	674
1857	8758	669
1858	8763	664
1859	8768	659
1860	8773	655
1861	8777	650
1862	8782	645
1863	8786	641
1864	8790	636
1865	8795	631
1866	8800	626
1867	8804	622
1868	8809	617
1869	8813	612
1870	8817	607
1871	8821	603
1872	8826	598
1873	8832	593
1874	8836	589
1875	8841	584
1876	8845	579
1877	8850	574
1878	8854	570
1879	8859	565
1880	8864	560
1881	8868	556
1882	8872	551
1883	8876	546
1884	8882	541
1885	8886	537
1886	8890	532
1887	8896	527
1888	8900	523
1889	8904	518
1890	8909	513
1891	8914	508
1892	8918	504
1893	8922	499
1894	8927	494
1895	8932	489
1896	8937	485
1897	8941	480
1898	8946	475
1899	8950	471
1900	8955	466
1901	8959	461
1902	8964	456
1903	8968	452
1904	8972	447
1905	8976	442
1906	8980	437
1907	8985	433
1908	8990	428
1909	8995	423
1910	8999	419
1911	9003	414
1912	9008	409
1913	9012	404
1914	9016	400
1915	9021	395
1916	9026	390
1917	9032	386
1918	9036	381
1919	9042	376
1920	9047	372
1921	9051	367
1922	9055	362
1923	9059	357
1924	9063	353
1925	9068	348
1926	9073	343
1927	9078	339
1928	9082	334
1929	9087	329
1930	9092	324
1931	9096	320
1932	9100	315
1933	9105	310
1934	9109	306
1935	9113	301
1936	9117	296
1937	9122	291
1938	9127	287
1939	9131	282
1940	9136	277
1941	9140	273
1942	9144	268
1943	9150	263
1944	9156	258
1945	9159	254
1946	9163	249
1947	9167	244
1948	9172	240
1949	9176	235
1950	9181	230
1951	9185	225
1952	9190	221
1953	9194	216
1954	9199	211
1955	9204	207
1956	9208	202
1957	9212	197
1958	9217	192
1959	9221	188
1960	9225	183
1961	9230	178
1962	9236	174
1963	9240	169
1964	9244	164
1965	9249	159
1966	9254	155
1967	9258	150
1968	9262	145
1969	9268	141
1970	9272	136
1971	9276	131
1972	9280	126
1973	9285	122
1974	9290	117
1975	9295	112
1976	9299	108
1977	9304	103
1978	9308	98
1979	9312	94
1980	9317	89
1981	9321	84
1982	9325	79
1983	9330	75
1984	9335	70
1985	9340	65
1986	9344	61
1987	9348	56
1988	9353	51
1989	9358	47
1990	9362	42
1991	9367	37
1992	9371	32
1993	9376	28
1994	9381	23
1995	9385	18
1996	9390	14
1997	9395	9
1998	9400	4
1999	9404	0
